employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Hawker Beechcraft,"Mar 29, 2011",95,WARN,,,4 - Workforce Investment Area IV,,1390,https://www.kansasworks.com/search/warn_lookups/1390
Aramark Education,"Apr 11, 2011",91,WARN,,,2 - Workforce Investment Area II,,1392,https://www.kansasworks.com/search/warn_lookups/1392
Hawker Beechcraft,"Apr 18, 2011",50,WARN,,,1 - Workforce Investment Area I,,1393,https://www.kansasworks.com/search/warn_lookups/1393
Cessna,"Apr 15, 2011",,WARN,,,4 - Workforce Investment Area IV,,1394,https://www.kansasworks.com/search/warn_lookups/1394
South Central Mental Health Counseling Center,"Apr 27, 2011",,Non-WARN,,,4 - Workforce Investment Area IV,,1395,https://www.kansasworks.com/search/warn_lookups/1395
Hawker Beechcraft,"Apr 29, 2011",172,WARN,,,4 - Workforce Investment Area IV,,1396,https://www.kansasworks.com/search/warn_lookups/1396
Wichita Area Technical College,"May 03, 2011",10,Non-WARN,,,4 - Workforce Investment Area IV,,1397,https://www.kansasworks.com/search/warn_lookups/1397
Durham School Services,"Apr 28, 2011",,WARN,,,3 - Workforce Investment Area III,,1398,https://www.kansasworks.com/search/warn_lookups/1398
First Student,"May 04, 2011",163,WARN,,,3 - Workforce Investment Area III,,1399,https://www.kansasworks.com/search/warn_lookups/1399
Boeing,"May 05, 2011",2,Non-WARN,,,4 - Workforce Investment Area IV,,1400,https://www.kansasworks.com/search/warn_lookups/1400
Wichita Public Schools USD 259,"Mar 29, 2011",168,Non-WARN,,,4 - Workforce Investment Area IV,,1401,https://www.kansasworks.com/search/warn_lookups/1401
Jostens,"May 12, 2011",,WARN,,,2 - Workforce Investment Area II,,1402,https://www.kansasworks.com/search/warn_lookups/1402
Insight School,"May 18, 2011",,WARN,,,3 - Workforce Investment Area III,,1403,https://www.kansasworks.com/search/warn_lookups/1403
DCCCA,"Apr 18, 2011",5,Non-WARN,,,1 - Workforce Investment Area I,,1404,https://www.kansasworks.com/search/warn_lookups/1404
Underground Vaults and Storage,"May 20, 2011",9,Non-WARN,,,1 - Workforce Investment Area I,,1405,https://www.kansasworks.com/search/warn_lookups/1405
Center Industries,"May 25, 2011",80,Non-WARN,,,4 - Workforce Investment Area IV,,1406,https://www.kansasworks.com/search/warn_lookups/1406
American Red Cross,"Jun 01, 2011",3,Non-WARN,,,4 - Workforce Investment Area IV,,1407,https://www.kansasworks.com/search/warn_lookups/1407
CSC  Applied Technology Group,"May 31, 2011",34,WARN,,,2 - Workforce Investment Area II,,1408,https://www.kansasworks.com/search/warn_lookups/1408
Sedgwick County,"Apr 15, 2011",25,Non-WARN,,,4 - Workforce Investment Area IV,,1409,https://www.kansasworks.com/search/warn_lookups/1409
Boeing,"Jun 03, 2011",3,WARN,,,4 - Workforce Investment Area IV,,1410,https://www.kansasworks.com/search/warn_lookups/1410
Food Services Inc. of Gainesville,"Jun 07, 2011",75,WARN,,,2 - Workforce Investment Area II,,1411,https://www.kansasworks.com/search/warn_lookups/1411
Hawker Beechcraft,"Jun 13, 2011",,WARN,,,4 - Workforce Investment Area IV,,1412,https://www.kansasworks.com/search/warn_lookups/1412
Boeing,"Jun 17, 2011",,WARN,,,4 - Workforce Investment Area IV,,1413,https://www.kansasworks.com/search/warn_lookups/1413
Hawker Beechcraft,"Jun 28, 2011",65,WARN,,,1 - Workforce Investment Area I,,1414,https://www.kansasworks.com/search/warn_lookups/1414
Boeing,"Jul 01, 2011",4,WARN,,,4 - Workforce Investment Area IV,,1416,https://www.kansasworks.com/search/warn_lookups/1416
DCCCA,"Jul 08, 2011",9,Non-WARN,,,4 - Workforce Investment Area IV,,1417,https://www.kansasworks.com/search/warn_lookups/1417
Hawker Beechcraft,"Jul 12, 2011",109,WARN,,,4 - Workforce Investment Area IV,,1418,https://www.kansasworks.com/search/warn_lookups/1418
Lodge Works,"Jul 14, 2011",54,WARN,,,4 - Workforce Investment Area IV,,1419,https://www.kansasworks.com/search/warn_lookups/1419
Boeing,"Jul 22, 2011",12,WARN,,,4 - Workforce Investment Area IV,,1420,https://www.kansasworks.com/search/warn_lookups/1420
Hawker Beechcraft,"Jul 22, 2011",3,WARN,,,1 - Workforce Investment Area I,,1421,https://www.kansasworks.com/search/warn_lookups/1421
US Postal Services Remote Encoding Center,"Aug 05, 2011",267,Non-WARN,,,4 - Workforce Investment Area IV,,1423,https://www.kansasworks.com/search/warn_lookups/1423
Asurion,"Aug 04, 2011",,WARN,,,1 - Workforce Investment Area I,,1424,https://www.kansasworks.com/search/warn_lookups/1424
McConnell Air Force Base,"Aug 01, 2011",60,Non-WARN,,,4 - Workforce Investment Area IV,,1425,https://www.kansasworks.com/search/warn_lookups/1425
Center Industries,"Aug 12, 2011",15,Non-WARN,,,4 - Workforce Investment Area IV,,1426,https://www.kansasworks.com/search/warn_lookups/1426
Borders Books,"Aug 10, 2011",39,Non-WARN,,,4 - Workforce Investment Area IV,,1427,https://www.kansasworks.com/search/warn_lookups/1427
Curbs Plus,"Aug 19, 2011",8,Non-WARN,,,4 - Workforce Investment Area IV,,1428,https://www.kansasworks.com/search/warn_lookups/1428
Boeing,"Aug 19, 2011",6,WARN,,,4 - Workforce Investment Area IV,,1429,https://www.kansasworks.com/search/warn_lookups/1429
Harlow Aerostructures,"Sep 06, 2011",1,Non-WARN,,,4 - Workforce Investment Area IV,,1430,https://www.kansasworks.com/search/warn_lookups/1430
Boeing,"Sep 16, 2011",10,WARN,,,4 - Workforce Investment Area IV,,1431,https://www.kansasworks.com/search/warn_lookups/1431
Oberlin Medical Arts Clinic,"Feb 18, 2011",13,Non-WARN,,,1 - Workforce Investment Area I,,1432,https://www.kansasworks.com/search/warn_lookups/1432
AT&T Wireless,"May 18, 2011",4,Non-WARN,,,1 - Workforce Investment Area I,,1433,https://www.kansasworks.com/search/warn_lookups/1433
Hutchinson Medical Clinic,"Apr 01, 2011",60,Non-WARN,,,1 - Workforce Investment Area I,,1434,https://www.kansasworks.com/search/warn_lookups/1434
Doerr Metal Products,"Jul 29, 2011",10,Non-WARN,,,1 - Workforce Investment Area I,,1435,https://www.kansasworks.com/search/warn_lookups/1435
"Applied Computer Services, Inc","Aug 16, 2011",,Non-WARN,,,1 - Workforce Investment Area I,,1436,https://www.kansasworks.com/search/warn_lookups/1436
Youthville,"Jul 08, 2011",15,Non-WARN,,,1 - Workforce Investment Area I,,1437,https://www.kansasworks.com/search/warn_lookups/1437
Hawker Beechcraft,"Sep 19, 2011",145,WARN,,,1 - Workforce Investment Area I,,1438,https://www.kansasworks.com/search/warn_lookups/1438
"Results Customer Solutions, LLC","Sep 22, 2011",85,WARN,,,1 - Workforce Investment Area I,,1439,https://www.kansasworks.com/search/warn_lookups/1439
Aeroflex,"Sep 29, 2011",3,Non-WARN,,,4 - Workforce Investment Area IV,,1440,https://www.kansasworks.com/search/warn_lookups/1440
Boeing,"Sep 30, 2011",73,WARN,,,4 - Workforce Investment Area IV,,1441,https://www.kansasworks.com/search/warn_lookups/1441
Hawker Beechcraft,"Sep 30, 2011",13,WARN,,,4 - Workforce Investment Area IV,,1442,https://www.kansasworks.com/search/warn_lookups/1442
Boeing,"Oct 14, 2011",,WARN,,,4 - Workforce Investment Area IV,,1443,https://www.kansasworks.com/search/warn_lookups/1443
Peterson Industries,"Sep 22, 2011",35,Non-WARN,,,1 - Workforce Investment Area I,,1444,https://www.kansasworks.com/search/warn_lookups/1444
"kgb USA, Inc.","Oct 27, 2011",126,WARN,,,4 - Workforce Investment Area IV,,1445,https://www.kansasworks.com/search/warn_lookups/1445
Coleman Company,"Oct 20, 2011",79,WARN,,,4 - Workforce Investment Area IV,,1446,https://www.kansasworks.com/search/warn_lookups/1446
Hawker Beechcraft,"Oct 31, 2011",,WARN,,,4 - Workforce Investment Area IV,,1447,https://www.kansasworks.com/search/warn_lookups/1447
Hawker Beechcraft,"Oct 31, 2011",1,WARN,,,1 - Workforce Investment Area I,,1448,https://www.kansasworks.com/search/warn_lookups/1448
Boeing,"Oct 28, 2011",1,WARN,,,4 - Workforce Investment Area IV,,1449,https://www.kansasworks.com/search/warn_lookups/1449
Bosselman Travel Center,"Nov 04, 2011",35,WARN,,,1 - Workforce Investment Area I,,1450,https://www.kansasworks.com/search/warn_lookups/1450
"Bosselman Travel Centers, Inc.","Nov 04, 2011",35,WARN,,,1 - Workforce Investment Area I,,1451,https://www.kansasworks.com/search/warn_lookups/1451
Hawker Beechcraft,"Nov 11, 2011",300,WARN,,,4 - Workforce Investment Area IV,,1452,https://www.kansasworks.com/search/warn_lookups/1452
Boeing,"Nov 18, 2011",73,WARN,,,4 - Workforce Investment Area IV,,1453,https://www.kansasworks.com/search/warn_lookups/1453
"kgb Deals, Inc","Dec 01, 2011",30,WARN,,,4 - Workforce Investment Area IV,,1454,https://www.kansasworks.com/search/warn_lookups/1454
Chef Solutions,"Nov 29, 2011",176,WARN,,,5 - Workforce Investment Area V,,1455,https://www.kansasworks.com/search/warn_lookups/1455
Hawker Beechcraft,"Dec 02, 2011",,WARN,,,1 - Workforce Investment Area I,,1456,https://www.kansasworks.com/search/warn_lookups/1456
Cargill Meat Solutions,"Dec 07, 2011",50,Non-WARN,,,4 - Workforce Investment Area IV,,1457,https://www.kansasworks.com/search/warn_lookups/1457
Abengoa Bio Energy Corp (High Plains Corp),"Dec 14, 2011",48,Non-WARN,,,4 - Workforce Investment Area IV,,1458,https://www.kansasworks.com/search/warn_lookups/1458
Boeing,"Dec 16, 2011",4,WARN,,,4 - Workforce Investment Area IV,,1459,https://www.kansasworks.com/search/warn_lookups/1459
American Family Insurance,"Oct 18, 2011",45,Non-WARN,,,4 - Workforce Investment Area IV,,1484,https://www.kansasworks.com/search/warn_lookups/1484
Mountain West,"Feb 01, 2011",30,Non-WARN,,,5 - Workforce Investment Area V,,1549,https://www.kansasworks.com/search/warn_lookups/1549
"IPC, Inc.","Dec 01, 2011",10,Non-WARN,,,5 - Workforce Investment Area V,,1550,https://www.kansasworks.com/search/warn_lookups/1550
Day & Zimmerman,"Dec 01, 2011",,WARN,,,5 - Workforce Investment Area V,,1551,https://www.kansasworks.com/search/warn_lookups/1551
LaFarge of North America,"Dec 20, 2011",75,WARN,,,5 - Workforce Investment Area V,,1552,https://www.kansasworks.com/search/warn_lookups/1552
Kid's Creations,"Nov 01, 2011",15,Non-WARN,,,5 - Workforce Investment Area V,,1553,https://www.kansasworks.com/search/warn_lookups/1553
Via Christie,"Aug 01, 2011",9,Non-WARN,,,5 - Workforce Investment Area V,,1555,https://www.kansasworks.com/search/warn_lookups/1555
RSI Home Products,"Jul 22, 2011",,WARN,,,5 - Workforce Investment Area V,,1556,https://www.kansasworks.com/search/warn_lookups/1556
Orval Kent,"Dec 09, 2011",200,WARN,,,5 - Workforce Investment Area V,,1557,https://www.kansasworks.com/search/warn_lookups/1557
Learjet,"Jan 18, 2010",40,Non-WARN,,,4 - Workforce Investment Area IV,,1267,https://www.kansasworks.com/search/warn_lookups/1267
"Grede Foundries, Inc.","Jan 07, 2010",91,WARN,,,4 - Workforce Investment Area IV,,1268,https://www.kansasworks.com/search/warn_lookups/1268
Hawker Beechcraft,"Jan 11, 2010",70,WARN,,,4 - Workforce Investment Area IV,,1269,https://www.kansasworks.com/search/warn_lookups/1269
Boeing,"Jan 15, 2010",7,WARN,,,4 - Workforce Investment Area IV,,1270,https://www.kansasworks.com/search/warn_lookups/1270
Workforce Alliance of South Central Kansas,"Jan 15, 2010",6,Non-WARN,,,4 - Workforce Investment Area IV,,1271,https://www.kansasworks.com/search/warn_lookups/1271
Hawker Beechcraft,"Jan 25, 2010",15,WARN,,,4 - Workforce Investment Area IV,,1272,https://www.kansasworks.com/search/warn_lookups/1272
Cafe Cork & Canape,"Feb 01, 2010",3,Non-WARN,,,4 - Workforce Investment Area IV,,1273,https://www.kansasworks.com/search/warn_lookups/1273
Boeing,"Feb 19, 2010",22,WARN,,,4 - Workforce Investment Area IV,,1281,https://www.kansasworks.com/search/warn_lookups/1281
Standard Motors,"Feb 22, 2010",12,Non-WARN,,,5 - Workforce Investment Area V,,1282,https://www.kansasworks.com/search/warn_lookups/1282
BlueCross BlueShield of Kansas City,"Feb 25, 2010",10,WARN,,,3 - Workforce Investment Area III,,1283,https://www.kansasworks.com/search/warn_lookups/1283
First State Bank & Trust,"Mar 15, 2010",6,Non-WARN,,,4 - Workforce Investment Area IV,,1284,https://www.kansasworks.com/search/warn_lookups/1284
Kaman Aerospace,"Mar 15, 2010",16,Non-WARN,,,4 - Workforce Investment Area IV,,1285,https://www.kansasworks.com/search/warn_lookups/1285
CT General Life Insurance Company,"Mar 15, 2010",,WARN,,,5 - Workforce Investment Area V,,1286,https://www.kansasworks.com/search/warn_lookups/1286
Boeing,"Mar 19, 2010",25,WARN,,,4 - Workforce Investment Area IV,,1287,https://www.kansasworks.com/search/warn_lookups/1287
Schuff Steel Midwest,"Mar 24, 2010",50,WARN,,,2 - Workforce Investment Area II,,1288,https://www.kansasworks.com/search/warn_lookups/1288
Cessna,"Mar 26, 2010",21,WARN,,,4 - Workforce Investment Area IV,,1289,https://www.kansasworks.com/search/warn_lookups/1289
Durham School Services,"Mar 24, 2010",,WARN,,,4 - Workforce Investment Area IV,,1290,https://www.kansasworks.com/search/warn_lookups/1290
Hawker Beechcraft,"Apr 05, 2010",10,WARN,,,4 - Workforce Investment Area IV,,1291,https://www.kansasworks.com/search/warn_lookups/1291
"NCO Customer Management, Inc.","Apr 06, 2010",60,WARN,,,3 - Workforce Investment Area III,,1292,https://www.kansasworks.com/search/warn_lookups/1292
TECT Aerospace,"Apr 15, 2010",5,Non-WARN,,,4 - Workforce Investment Area IV,,1293,https://www.kansasworks.com/search/warn_lookups/1293
Cessna Independence,"Mar 10, 2010",,Non-WARN,,,5 - Workforce Investment Area V,,1294,https://www.kansasworks.com/search/warn_lookups/1294
Hawker Beechcraft,"Apr 15, 2010",80,WARN,,,4 - Workforce Investment Area IV,,1295,https://www.kansasworks.com/search/warn_lookups/1295
Boeing,"Apr 16, 2010",42,WARN,,,4 - Workforce Investment Area IV,,1296,https://www.kansasworks.com/search/warn_lookups/1296
Hawker Beechcraft,"Apr 19, 2010",64,WARN,,,4 - Workforce Investment Area IV,,1297,https://www.kansasworks.com/search/warn_lookups/1297
Idaho Timber,"Apr 16, 2010",,Non-WARN,,,1 - Workforce Investment Area I,,1298,https://www.kansasworks.com/search/warn_lookups/1298
Rainbows United,"Apr 28, 2010",34,Non-WARN,,,4 - Workforce Investment Area IV,,1299,https://www.kansasworks.com/search/warn_lookups/1299
Wichita Public Schools USD 259,"Mar 30, 2010",85,Non-WARN,,,4 - Workforce Investment Area IV,,1300,https://www.kansasworks.com/search/warn_lookups/1300
Learjet,"May 10, 2010",12,Non-WARN,,,4 - Workforce Investment Area IV,,1301,https://www.kansasworks.com/search/warn_lookups/1301
Hawker Beechcraft,"May 17, 2010",6,WARN,,,4 - Workforce Investment Area IV,,1302,https://www.kansasworks.com/search/warn_lookups/1302
Boeing,"May 21, 2010",22,WARN,,,4 - Workforce Investment Area IV,,1303,https://www.kansasworks.com/search/warn_lookups/1303
Kaman Aerospace,"Jun 18, 2010",20,Non-WARN,,,4 - Workforce Investment Area IV,,1304,https://www.kansasworks.com/search/warn_lookups/1304
Learjet,"Jun 21, 2010",70,Non-WARN,,,4 - Workforce Investment Area IV,,1305,https://www.kansasworks.com/search/warn_lookups/1305
Boeing,"Jun 18, 2010",37,WARN,,,4 - Workforce Investment Area IV,,1306,https://www.kansasworks.com/search/warn_lookups/1306
Sonaca NMF,"Jun 29, 2010",30,Non-WARN,,,4 - Workforce Investment Area IV,,1307,https://www.kansasworks.com/search/warn_lookups/1307
Hawker Beechcraft,"Jul 01, 2010",130,WARN,,,4 - Workforce Investment Area IV,,1308,https://www.kansasworks.com/search/warn_lookups/1308
Wellington Steakhouse & Motel,"Jul 06, 2010",40,Non-WARN,,,4 - Workforce Investment Area IV,,1309,https://www.kansasworks.com/search/warn_lookups/1309
Alorica,"Jul 06, 2010",182,WARN,,,2 - Workforce Investment Area II,,1310,https://www.kansasworks.com/search/warn_lookups/1310
Haldex Brake Products Corporation,"Jul 15, 2010",155,WARN,,,5 - Workforce Investment Area V,,1311,https://www.kansasworks.com/search/warn_lookups/1311
Sunrise Medical the A.R.T. Group,"Apr 29, 2010",18,Non-WARN,,,3 - Workforce Investment Area III,,1312,https://www.kansasworks.com/search/warn_lookups/1312
HC Midwest,"Apr 19, 2010",21,Non-WARN,,,3 - Workforce Investment Area III,,1313,https://www.kansasworks.com/search/warn_lookups/1313
Daniesco,"May 11, 2010",,Non-WARN,,,3 - Workforce Investment Area III,,1314,https://www.kansasworks.com/search/warn_lookups/1314
Laurus International,"Jun 03, 2010",,Non-WARN,,,3 - Workforce Investment Area III,,1315,https://www.kansasworks.com/search/warn_lookups/1315
DHL,"Jul 14, 2010",20,Non-WARN,,,3 - Workforce Investment Area III,,1316,https://www.kansasworks.com/search/warn_lookups/1316
KU Medical Center,"May 26, 2010",26,Non-WARN,,,3 - Workforce Investment Area III,,1317,https://www.kansasworks.com/search/warn_lookups/1317
Hawker Beechcraft,"Jul 23, 2010",25,WARN,,,1 - Workforce Investment Area I,,1318,https://www.kansasworks.com/search/warn_lookups/1318
Boeing,"Jul 23, 2010",102,WARN,,,4 - Workforce Investment Area IV,,1319,https://www.kansasworks.com/search/warn_lookups/1319
FMI Inc,"Aug 17, 2010",15,Non-WARN,,,4 - Workforce Investment Area IV,,1320,https://www.kansasworks.com/search/warn_lookups/1320
Boeing,"Aug 20, 2010",12,WARN,,,4 - Workforce Investment Area IV,,1321,https://www.kansasworks.com/search/warn_lookups/1321
Hawker Beechcraft,"Aug 27, 2010",20,WARN,,,1 - Workforce Investment Area I,,1322,https://www.kansasworks.com/search/warn_lookups/1322
Coastal International Security,"Jun 23, 2010",80,Non-WARN,,,2 - Workforce Investment Area II,,1323,https://www.kansasworks.com/search/warn_lookups/1323
Vangent Inc,"Jul 08, 2010",277,Non-WARN,,,2 - Workforce Investment Area II,,1324,https://www.kansasworks.com/search/warn_lookups/1324
SCS (Computer Science Corp),"Jan 27, 2010",52,Non-WARN,,,2 - Workforce Investment Area II,,1325,https://www.kansasworks.com/search/warn_lookups/1325
CSI,"Jan 13, 2010",50,Non-WARN,,,2 - Workforce Investment Area II,,1326,https://www.kansasworks.com/search/warn_lookups/1326
Vangent Inc,"Apr 05, 2010",40,Non-WARN,,,2 - Workforce Investment Area II,,1327,https://www.kansasworks.com/search/warn_lookups/1327
SRS-Rehab Center of Topeka,"Mar 02, 2010",12,Non-WARN,,,2 - Workforce Investment Area II,,1328,https://www.kansasworks.com/search/warn_lookups/1328
Ks Health Policy Authority,"Jun 18, 2010",10,Non-WARN,,,2 - Workforce Investment Area II,,1329,https://www.kansasworks.com/search/warn_lookups/1329
Owens Corning,"Nov 03, 2010",140,WARN,,,3 - Workforce Investment Area III,,1356,https://www.kansasworks.com/search/warn_lookups/1356
City of Topeka,"Jun 12, 2010",30,Non-WARN,,,2 - Workforce Investment Area II,,1330,https://www.kansasworks.com/search/warn_lookups/1330
Ransom Memorial Hospital,"Jun 22, 2010",8,Non-WARN,,,2 - Workforce Investment Area II,,1331,https://www.kansasworks.com/search/warn_lookups/1331
Horizon Milling,"Aug 12, 2010",56,Non-WARN,,,2 - Workforce Investment Area II,,1332,https://www.kansasworks.com/search/warn_lookups/1332
Kaman Aerospace,"Sep 10, 2010",32,Non-WARN,,,4 - Workforce Investment Area IV,,1333,https://www.kansasworks.com/search/warn_lookups/1333
Boeing,"Sep 17, 2010",17,WARN,,,4 - Workforce Investment Area IV,,1334,https://www.kansasworks.com/search/warn_lookups/1334
"NE Opco, Inc., dba National Envelope","Oct 04, 2010",206,WARN,,,3 - Workforce Investment Area III,,1335,https://www.kansasworks.com/search/warn_lookups/1335
Cargill,"Sep 30, 2010",52,WARN,,,2 - Workforce Investment Area II,,1336,https://www.kansasworks.com/search/warn_lookups/1336
Cessna,"Oct 08, 2010",700,WARN,,,4 - Workforce Investment Area IV,,1337,https://www.kansasworks.com/search/warn_lookups/1337
"Constar, Inc.","Oct 07, 2010",46,Non-WARN,,,3 - Workforce Investment Area III,,1338,https://www.kansasworks.com/search/warn_lookups/1338
Boeing,"Oct 15, 2010",97,WARN,,,4 - Workforce Investment Area IV,,1339,https://www.kansasworks.com/search/warn_lookups/1339
Parallax,"Oct 18, 2010",56,Non-WARN,,,4 - Workforce Investment Area IV,,1340,https://www.kansasworks.com/search/warn_lookups/1340
Hawker Beechcraft Corp,"Oct 22, 2010",350,WARN,,,4 - Workforce Investment Area IV,,1341,https://www.kansasworks.com/search/warn_lookups/1341
Learjet,"Oct 25, 2010",31,Non-WARN,,,4 - Workforce Investment Area IV,,1342,https://www.kansasworks.com/search/warn_lookups/1342
Trego County Juv. Detention Center,"May 20, 2010",,Non-WARN,,,1 - Workforce Investment Area I,,1343,https://www.kansasworks.com/search/warn_lookups/1343
AGCO Corporation,"Mar 24, 2010",5,Non-WARN,,,1 - Workforce Investment Area I,,1344,https://www.kansasworks.com/search/warn_lookups/1344
Cross Manufacturing,"Apr 07, 2010",9,Non-WARN,,,1 - Workforce Investment Area I,,1345,https://www.kansasworks.com/search/warn_lookups/1345
Exide Technologies,"Apr 14, 2010",12,Non-WARN,,,1 - Workforce Investment Area I,,1346,https://www.kansasworks.com/search/warn_lookups/1346
SunDor Co,"Aug 27, 2010",4,Non-WARN,,,1 - Workforce Investment Area I,,1347,https://www.kansasworks.com/search/warn_lookups/1347
SWMC,"Aug 16, 2010",6,Non-WARN,,,1 - Workforce Investment Area I,,1348,https://www.kansasworks.com/search/warn_lookups/1348
TamKo,"Sep 08, 2010",32,Non-WARN,,,1 - Workforce Investment Area I,,1349,https://www.kansasworks.com/search/warn_lookups/1349
Hawker Beechcraft,"Oct 21, 2010",150,WARN,,,1 - Workforce Investment Area I,,1350,https://www.kansasworks.com/search/warn_lookups/1350
Principal Financial Group,"Oct 22, 2010",10,WARN,,,3 - Workforce Investment Area III,,1351,https://www.kansasworks.com/search/warn_lookups/1351
Day & Zimmerman,"Oct 14, 2010",90,WARN,,,5 - Workforce Investment Area V,,1352,https://www.kansasworks.com/search/warn_lookups/1352
Hawker Beechcraft,"Oct 19, 2010",50,WARN,,,4 - Workforce Investment Area IV,,1353,https://www.kansasworks.com/search/warn_lookups/1353
Hawker Beechcraft,"Oct 25, 2010",50,WARN,,,4 - Workforce Investment Area IV,,1354,https://www.kansasworks.com/search/warn_lookups/1354
Boehringer Ingelheim,"Oct 28, 2010",121,WARN,,,2 - Workforce Investment Area II,,1355,https://www.kansasworks.com/search/warn_lookups/1355
Good Samaritan,"Oct 26, 2010",64,Non-WARN,,,1 - Workforce Investment Area I,,1357,https://www.kansasworks.com/search/warn_lookups/1357
Boeing,"Nov 19, 2010",3,WARN,,,4 - Workforce Investment Area IV,,1358,https://www.kansasworks.com/search/warn_lookups/1358
Webster Engineering,"Nov 23, 2010",40,Non-WARN,,,4 - Workforce Investment Area IV,,1359,https://www.kansasworks.com/search/warn_lookups/1359
Hawker Beechcraft,"Nov 19, 2010",5,WARN,,,4 - Workforce Investment Area IV,,1360,https://www.kansasworks.com/search/warn_lookups/1360
City of Wichita,"Nov 29, 2010",30,Non-WARN,,,4 - Workforce Investment Area IV,,1361,https://www.kansasworks.com/search/warn_lookups/1361
ManTech International,"Nov 30, 2010",60,WARN,,,2 - Workforce Investment Area II,,1362,https://www.kansasworks.com/search/warn_lookups/1362
"Encore Receivable Management, Inc.","Nov 29, 2010",727,WARN,,,3 - Workforce Investment Area III,,1363,https://www.kansasworks.com/search/warn_lookups/1363
Bank of America,"Dec 01, 2010",299,WARN,,,4 - Workforce Investment Area IV,,1364,https://www.kansasworks.com/search/warn_lookups/1364
Jeri's Kitchen,"Dec 09, 2010",20,Non-WARN,,,4 - Workforce Investment Area IV,,1365,https://www.kansasworks.com/search/warn_lookups/1365
Milburn Country Club,"Dec 03, 2010",,Non-WARN,,,3 - Workforce Investment Area III,,1366,https://www.kansasworks.com/search/warn_lookups/1366
Duckwall-Alco,"Nov 30, 2010",25,Non-WARN,,,1 - Workforce Investment Area I,,1367,https://www.kansasworks.com/search/warn_lookups/1367
Cessna,"Dec 10, 2010",25,WARN,,,4 - Workforce Investment Area IV,,1368,https://www.kansasworks.com/search/warn_lookups/1368
Kinedyne,"Dec 10, 2010",42,WARN,,,2 - Workforce Investment Area II,,1369,https://www.kansasworks.com/search/warn_lookups/1369
Boeing,"Dec 17, 2010",,WARN,,,4 - Workforce Investment Area IV,,1370,https://www.kansasworks.com/search/warn_lookups/1370
CGI Federal Inc.,"Dec 23, 2010",114,WARN,,,2 - Workforce Investment Area II,,1372,https://www.kansasworks.com/search/warn_lookups/1372
American Red Cross,"May 24, 2010",11,Non-WARN,,,4 - Workforce Investment Area IV,,1391,https://www.kansasworks.com/search/warn_lookups/1391
Cigna Insurance,"Jun 01, 2010",100,Non-WARN,Fort Scott,66701,5 - Workforce Investment Area V,"2108 S. Horton; Fort Scott, Kansas 66701",1547,https://www.kansasworks.com/search/warn_lookups/1547
Mid-Continent Instruments,"Jan 06, 2009",13,Non-WARN,,,4 - Workforce Investment Area IV,,1050,https://www.kansasworks.com/search/warn_lookups/1050
Sonaca NMF,"Jan 08, 2009",8,Non-WARN,,,4 - Workforce Investment Area IV,,1051,https://www.kansasworks.com/search/warn_lookups/1051
Atlas Aerospace,"Jan 09, 2009",35,Non-WARN,,,4 - Workforce Investment Area IV,,1052,https://www.kansasworks.com/search/warn_lookups/1052
Senior Aerospace,"Jan 09, 2009",25,Non-WARN,,,4 - Workforce Investment Area IV,,1053,https://www.kansasworks.com/search/warn_lookups/1053
Rubbermaid,"Jan 12, 2009",75,Non-WARN,,,4 - Workforce Investment Area IV,,1054,https://www.kansasworks.com/search/warn_lookups/1054
LSI Corp,"Jan 13, 2009",35,Non-WARN,,,4 - Workforce Investment Area IV,,1060,https://www.kansasworks.com/search/warn_lookups/1060
Unilever Food Solutions,"Jan 22, 2009",60,WARN,,,4 - Workforce Investment Area IV,,1061,https://www.kansasworks.com/search/warn_lookups/1061
Central Kansas Medical Center,"Jan 07, 2009",37,Non-WARN,,,1 - Workforce Investment Area I,,1062,https://www.kansasworks.com/search/warn_lookups/1062
Boeing,"Jan 19, 2009",,WARN,,,4 - Workforce Investment Area IV,,1063,https://www.kansasworks.com/search/warn_lookups/1063
Springhouse Foods,"Jan 20, 2009",2,Non-WARN,,,1 - Workforce Investment Area I,,1064,https://www.kansasworks.com/search/warn_lookups/1064
PPI (Precision Pattern Interiors) DeCrane Aerospac,"Jan 21, 2009",83,Non-WARN,,,4 - Workforce Investment Area IV,,1065,https://www.kansasworks.com/search/warn_lookups/1065
Cessna,"Jan 29, 2009",2800,WARN,,,4 - Workforce Investment Area IV,,1066,https://www.kansasworks.com/search/warn_lookups/1066
Center Industries,"Jan 30, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1067,https://www.kansasworks.com/search/warn_lookups/1067
Accenture,"Jan 28, 2009",160,WARN,,,4 - Workforce Investment Area IV,,1068,https://www.kansasworks.com/search/warn_lookups/1068
Sprint Nextel,"Feb 03, 2009",176,WARN,,,3 - Workforce Investment Area III,,1070,https://www.kansasworks.com/search/warn_lookups/1070
Hawker Beechcraft,"Feb 06, 2009",1500,WARN,,,4 - Workforce Investment Area IV,,1071,https://www.kansasworks.com/search/warn_lookups/1071
DCCCA - Women's Recovery Center,"Jan 22, 2009",24,Non-WARN,,,1 - Workforce Investment Area I,,1072,https://www.kansasworks.com/search/warn_lookups/1072
