,company_name,location,notice_date,employees_affected,WARN Type,Address,URL
454,Hawker Beechcraft,,"Apr 19, 2010",64.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1297
455,Idaho Timber,,"Apr 16, 2010",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1298
456,Rainbows United,,"Apr 28, 2010",34.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1299
457,Wichita Public Schools USD 259,,"Mar 30, 2010",85.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1300
458,Learjet,,"May 10, 2010",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1301
459,Hawker Beechcraft,,"May 17, 2010",6.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1302
460,Boeing,,"May 21, 2010",22.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1303
461,Kaman Aerospace,,"Jun 18, 2010",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1304
462,Learjet,,"Jun 21, 2010",70.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1305
463,Boeing,,"Jun 18, 2010",37.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1306
464,Sonaca NMF,,"Jun 29, 2010",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1307
465,Hawker Beechcraft,,"Jul 01, 2010",130.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1308
466,Wellington Steakhouse & Motel,,"Jul 06, 2010",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1309
467,Alorica,,"Jul 06, 2010",182.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1310
468,Haldex Brake Products Corporation,,"Jul 15, 2010",155.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1311
469,Sunrise Medical the A.R.T. Group,,"Apr 29, 2010",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1312
470,HC Midwest,,"Apr 19, 2010",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1313
471,Daniesco,,"May 11, 2010",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1314
472,Laurus International,,"Jun 03, 2010",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1315
473,DHL,,"Jul 14, 2010",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1316
474,KU Medical Center,,"May 26, 2010",26.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1317
475,Hawker Beechcraft,,"Jul 23, 2010",25.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1318
476,Boeing,,"Jul 23, 2010",102.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1319
477,FMI Inc,,"Aug 17, 2010",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1320
478,Boeing,,"Aug 20, 2010",12.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1321
479,Hawker Beechcraft,,"Aug 27, 2010",20.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1322
480,Coastal International Security,,"Jun 23, 2010",80.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1323
481,Vangent Inc,,"Jul 08, 2010",277.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1324
482,SCS (Computer Science Corp),,"Jan 27, 2010",52.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1325
483,CSI,,"Jan 13, 2010",50.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1326
484,Vangent Inc,,"Apr 05, 2010",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1327
485,SRS-Rehab Center of Topeka,,"Mar 02, 2010",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1328
486,Ks Health Policy Authority,,"Jun 18, 2010",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1329
487,Owens Corning,,"Nov 03, 2010",140.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1356
488,City of Topeka,,"Jun 12, 2010",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1330
489,Ransom Memorial Hospital,,"Jun 22, 2010",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1331
490,Horizon Milling,,"Aug 12, 2010",56.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1332
491,Kaman Aerospace,,"Sep 10, 2010",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1333
492,Boeing,,"Sep 17, 2010",17.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1334
493,"NE Opco, Inc., dba National Envelope",,"Oct 04, 2010",206.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1335
494,Cargill,,"Sep 30, 2010",52.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1336
495,Cessna,,"Oct 08, 2010",700.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1337
496,"Constar, Inc.",,"Oct 07, 2010",46.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1338
497,Boeing,,"Oct 15, 2010",97.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1339
498,Parallax,,"Oct 18, 2010",56.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1340
499,Hawker Beechcraft Corp,,"Oct 22, 2010",350.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1341
500,Learjet,,"Oct 25, 2010",31.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1342
501,Trego County Juv. Detention Center,,"May 20, 2010",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1343
502,AGCO Corporation,,"Mar 24, 2010",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1344
503,Cross Manufacturing,,"Apr 07, 2010",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1345
504,Exide Technologies,,"Apr 14, 2010",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1346
505,SunDor Co,,"Aug 27, 2010",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1347
506,SWMC,,"Aug 16, 2010",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1348
507,TamKo,,"Sep 08, 2010",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1349
508,Hawker Beechcraft,,"Oct 21, 2010",150.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1350
509,Principal Financial Group,,"Oct 22, 2010",10.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1351
510,Day & Zimmerman,,"Oct 14, 2010",90.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1352
511,Hawker Beechcraft,,"Oct 19, 2010",50.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1353
512,Hawker Beechcraft,,"Oct 25, 2010",50.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1354
513,Boehringer Ingelheim,,"Oct 28, 2010",121.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1355
514,Good Samaritan,,"Oct 26, 2010",64.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1357
515,Boeing,,"Nov 19, 2010",3.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1358
516,Webster Engineering,,"Nov 23, 2010",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1359
517,Hawker Beechcraft,,"Nov 19, 2010",5.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1360
518,City of Wichita,,"Nov 29, 2010",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1361
519,ManTech International,,"Nov 30, 2010",60.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1362
520,"Encore Receivable Management, Inc.",,"Nov 29, 2010",727.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1363
521,Bank of America,,"Dec 01, 2010",299.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1364
522,Jeri's Kitchen,,"Dec 09, 2010",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1365
523,Milburn Country Club,,"Dec 03, 2010",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1366
524,Duckwall-Alco,,"Nov 30, 2010",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1367
525,Cessna,,"Dec 10, 2010",25.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1368
526,Kinedyne,,"Dec 10, 2010",42.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1369
527,Boeing,,"Dec 17, 2010",,WARN,,https://www.kansasworks.com/search/warn_lookups/1370
528,CGI Federal Inc.,,"Dec 23, 2010",114.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1372
529,American Red Cross,,"May 24, 2010",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1391
530,Cigna Insurance,Fort Scott,"Jun 01, 2010",100.0,Non-WARN,"2108 S. Horton; Fort Scott, Kansas 66701",https://www.kansasworks.com/search/warn_lookups/1547
531,Mid-Continent Instruments,,"Jan 06, 2009",13.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1050
532,Sonaca NMF,,"Jan 08, 2009",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1051
533,Atlas Aerospace,,"Jan 09, 2009",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1052
534,Senior Aerospace,,"Jan 09, 2009",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1053
535,Rubbermaid,,"Jan 12, 2009",75.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1054
536,LSI Corp,,"Jan 13, 2009",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1060
537,Unilever Food Solutions,,"Jan 22, 2009",60.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1061
538,Central Kansas Medical Center,,"Jan 07, 2009",37.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1062
539,Boeing,,"Jan 19, 2009",,WARN,,https://www.kansasworks.com/search/warn_lookups/1063
540,Springhouse Foods,,"Jan 20, 2009",2.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1064
541,PPI (Precision Pattern Interiors) DeCrane Aerospac,,"Jan 21, 2009",83.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1065
542,Cessna,,"Jan 29, 2009",2800.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1066
543,Center Industries,,"Jan 30, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1067
544,Accenture,,"Jan 28, 2009",160.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1068
545,Sprint Nextel,,"Feb 03, 2009",176.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1070
546,Hawker Beechcraft,,"Feb 06, 2009",1500.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1071
547,DCCCA - Women's Recovery Center,,"Jan 22, 2009",24.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1072
548,Enersys,,"Jan 30, 2009",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1103
549,Premier Pneumatics,,"Jan 21, 2009",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1073
550,Learjet,,"Feb 06, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1074
551,Hawker Beechcraft,,"Feb 06, 2009",264.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1075
552,Circuit City,,"Jan 16, 2009",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1077
553,GKN Aerospace Precision Machining,,"Feb 13, 2009",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1078
554,Winfield Correctional Facility,,"Feb 11, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1079
555,Senior Aerospace,,"Feb 17, 2009",38.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1080
556,Mid Continent Instruments,,"Feb 16, 2009",14.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1081
557,Mirror Inc,,"Feb 12, 2009",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1082
558,Aero-Tech Engineering Inc,,"Feb 11, 2009",43.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1083
559,Sonaca NMF,,"Feb 17, 2009",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1084
560,Westland Corporation,,"Jan 23, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1085
561,Cessna,,"Feb 26, 2009",680.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1086
562,Boeing,,"Feb 24, 2009",30.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1087
563,Harlow Aerostructures,,"Feb 26, 2009",28.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1088
564,Center Industries,,"Mar 03, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1089
565,Greenbush,El Dorado,"Feb 19, 2009",4.0,Non-WARN,"El Dorado Correctional Facility, 1737 SE Hwy 54; El Dorado, Kansas 67042",https://www.kansasworks.com/search/warn_lookups/1090
566,AGCO,,"Feb 26, 2009",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1091
567,West Kansas Dairy of Coolidge,,"Feb 18, 2009",0.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1092
568,Johnson Controls,,"Feb 25, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1093
569,Wichita Eagle,,"Mar 09, 2009",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1094
570,Sears Holdings,,"Feb 26, 2009",60.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1095
571,Anderson Services/Prologix,,"Feb 24, 2009",155.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1096
572,Manufacturing Solutions,,"Feb 18, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1097
573,Great Bend Industries,,"Jan 28, 2009",29.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1098
574,Lowen,,"Feb 04, 2009",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1099
575,Doonan Specialities,,"Feb 03, 2009",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1100
576,Pawnee Mental Health,,"Jan 21, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1101
577,KMW Loaders,,"Jan 27, 2009",38.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1102
578,Natoma,,"Jan 28, 2009",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1104
579,New Age Industrial Corp Inc,,"Jan 30, 2009",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1105
580,Western Well,,"Feb 17, 2009",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1106
581,Snorkel,,"Nov 04, 2008",185.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1019
582,LAI LWIB Providers,,"May 02, 2008",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/980
583,Elliott Chevrolet,,"Oct 29, 2008",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1017
584,Dillon Stores,,"Jan 29, 2008",96.0,WARN,,https://www.kansasworks.com/search/warn_lookups/959
585,Big Dog Motorcycle,,"Jan 07, 2008",23.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/954
586,"Schult Homes and CMH Manufacturing IN.,",,"Jan 21, 2008",135.0,WARN,,https://www.kansasworks.com/search/warn_lookups/955
587,Sprint,,"Jan 25, 2008",63.0,WARN,,https://www.kansasworks.com/search/warn_lookups/956
588,"Tyson Fresh Meats, Inc.",,"Jan 25, 2008",1550.0,WARN,,https://www.kansasworks.com/search/warn_lookups/957
589,Dillon Stores,,"Jan 29, 2008",119.0,WARN,,https://www.kansasworks.com/search/warn_lookups/958
590,"Tyson Fresh Meats, Inc.",,"Feb 06, 2008",300.0,WARN,,https://www.kansasworks.com/search/warn_lookups/960
591,Alco-Duckwall,,"Mar 10, 2008",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/961
592,Sunglo,,"Feb 25, 2008",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/962
593,Anderson Service,,"Jan 31, 2008",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/963
594,Sprint,,"Apr 04, 2008",,WARN,,https://www.kansasworks.com/search/warn_lookups/964
595,I C M,,"Apr 04, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/965
596,Accenture,,"Apr 15, 2008",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/966
597,National Automotive Manufacturing,,"Feb 13, 2008",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/967
598,Pizza Hut,,"May 01, 2008",178.0,WARN,,https://www.kansasworks.com/search/warn_lookups/968
599,Brooke Capital Corporation,,"May 05, 2008",,WARN,,https://www.kansasworks.com/search/warn_lookups/969
600,Alco-Duckwall,,"May 06, 2008",27.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/970
601,Big Dog Motorcycles,,"May 20, 2008",23.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/971
602,Springhouse Frozen Foods,,"May 27, 2008",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/972
603,Arbor Education & Training,,"May 20, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/973
604,Air Midwest,,"May 19, 2008",89.0,WARN,,https://www.kansasworks.com/search/warn_lookups/974
605,Urban League of Kansas,,"May 20, 2008",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/975
606,Brooke Capital Corporation,,"Jun 06, 2008",56.0,WARN,,https://www.kansasworks.com/search/warn_lookups/976
607,Heartland Cement Company,,"May 28, 2008",100.0,WARN,,https://www.kansasworks.com/search/warn_lookups/977
608,Embarq,,"Jun 12, 2008",103.0,WARN,,https://www.kansasworks.com/search/warn_lookups/978
609,Meridian Automotive Systems,,"Jul 01, 2008",114.0,WARN,,https://www.kansasworks.com/search/warn_lookups/979
610,Peterson Industries,,"Jul 07, 2008",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/981
611,The Woodlands,,"Jul 22, 2008",210.0,WARN,,https://www.kansasworks.com/search/warn_lookups/982
612,Bennigan's,,"Jul 30, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/983
613,Falley's Store #626,,"Jun 26, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/984
614,JcPenney,,"Aug 12, 2008",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/985
615,Brooke Insurance,,"Aug 12, 2008",116.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/986
616,"Superior Industries International, Inc.",,"Aug 19, 2008",600.0,WARN,,https://www.kansasworks.com/search/warn_lookups/987
617,Nu Wa Industries Inc.,,"Aug 21, 2008",111.0,WARN,,https://www.kansasworks.com/search/warn_lookups/988
618,Big Dog Motorcycles,,"Sep 03, 2008",45.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/989
619,Snorkel International,,"Aug 26, 2008",125.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/990
620,Hawker Beechcraft,,"Nov 03, 2008",450.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1018
621,Tandem Library Group,,"Apr 10, 2008",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/991
622,AT&T,,"Jun 13, 2008",85.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/992
623,TECT Aerospace,,"Aug 13, 2008",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/993
624,Accenture,,"Sep 11, 2008",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/994
625,American Red Cross,,"Aug 25, 2008",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/995
626,TECT Aerospace,,"Sep 16, 2008",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/996
627,Auth-Florence Mfg,,"Sep 08, 2008",31.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/997
628,Arrow Speed Warehouse,,"Sep 22, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/998
629,Juvenile Correctional Facility/Atchison,,"Sep 10, 2008",78.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/999
630,YRC Worldwide's Norht American Transportation,,"Sep 29, 2008",86.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1000
631,ICM,,"Oct 01, 2008",73.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1001
632,Acme Brick,,"Sep 16, 2008",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1002
633,APL Logistics,,"Oct 08, 2008",104.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1003
634,"CDG Management, LLC",,"Oct 08, 2008",58.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1004
635,Skyline Homes,,"Oct 13, 2008",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1005
636,GKN Armstrong Wheels,,"Oct 14, 2008",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1006
637,GKN Aerospace Precision Machining,,"Oct 15, 2008",14.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1007
638,Golden Living Center,,"Oct 07, 2008",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1008
639,Plastics Extrusion Machinery,,"Oct 09, 2008",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1009
640,Plastics Extrusion Machinery,,"Oct 09, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1010
641,Gregory Inc.,,"Oct 16, 2008",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1011
642,Clark Manufacturing Inc,,"Oct 21, 2008",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1012
643,Progress Rail Services,,"Oct 14, 2008",44.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1013
644,BCI,,"Oct 14, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1014
645,Norcraft Companies Inc.,,"Oct 21, 2008",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1015
646,EnerSys,,"Oct 29, 2008",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1016
647,Golden Living Center - Marion,,"Oct 16, 2008",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1020
648,Crestwood,,"Nov 05, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1021
649,ElDorardo,,"Nov 06, 2008",31.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1023
650,"Nu Wa Industries, Inc.",,"Nov 06, 2008",100.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1024
651,BlueCross BlueShield of Kansas City,,"Nov 07, 2008",121.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1025
652,Payless Shoesource,,"Nov 11, 2008",425.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1026
653,Thomas Implement Co.,,"Oct 22, 2008",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1027
654,"ABX Air, Inc.",,"Nov 14, 2008",90.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1028
655,RV Products,,"Nov 19, 2008",128.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1029
656,Sherwin Williams,,"Nov 20, 2008",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1030
657,Cessna,,"Dec 01, 2008",520.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1031
658,Wear Technology,,"Nov 13, 2008",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1032
659,QTG,,"Dec 01, 2008",82.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1033
660,Capital One,,"Dec 01, 2008",,WARN,,https://www.kansasworks.com/search/warn_lookups/1034
661,Boeing,,"Nov 24, 2008",37.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1035
662,Sonaca NMF,,"Dec 04, 2008",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1036
663,Grainbelt,,"Dec 03, 2008",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1037
664,APAC - Shears,,"Nov 26, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1038
665,Linens & Things,,"Dec 10, 2008",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1039
666,Kongsberg Automotive,,"Dec 09, 2008",99.0,WARN,,https://www.kansasworks.com/search/warn_lookups/1040
667,Pioneer Balloon Company,,"Dec 09, 2008",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1041
668,Central Plastics,,"Dec 11, 2008",95.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1042
669,Steve & Barry's,,"Dec 19, 2008",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1043
670,PlasticFab,,"Dec 22, 2008",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1044
671,KASA Industrial Controls,,"Dec 16, 2008",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1046
672,Central Plastics Inc,,"Dec 11, 2008",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1047
673,Eaton Corporation,,"Dec 22, 2008",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1048
674,St Francis,,"Dec 30, 2008",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1049
675,Parker Hannifin,,"Dec 01, 2008",39.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1055
676,MGP Ingredients,,"Oct 22, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1056
677,AT & T,,"Dec 17, 2008",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1057
678,Amarr Garage Door Group,,"Dec 05, 2008",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1058
679,Ks St Racing & Gaming Comm,,"Dec 30, 2008",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1059
680,KVC Behavioral Health Care,,"Dec 09, 2008",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1162
681,The Boeing Company,,"Jan 24, 2007",54.0,WARN,,https://www.kansasworks.com/search/warn_lookups/917
682,Collins Industries,,"Jan 09, 2007",130.0,WARN,,https://www.kansasworks.com/search/warn_lookups/913
683,Bombardier,,"Jan 18, 2007",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/916
684,"Armour-Eckrich Meats, LLC",,"Feb 01, 2007",280.0,WARN,,https://www.kansasworks.com/search/warn_lookups/918
685,"CNH America, LLC",,"Feb 14, 2007",22.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/919
686,Yellow Book USA,,"Mar 01, 2007",,WARN,,https://www.kansasworks.com/search/warn_lookups/920
687,"Tier Technologies, Inc.",,"Mar 12, 2007",75.0,WARN,,https://www.kansasworks.com/search/warn_lookups/921
688,PrintXcel of Cenveo Corp,,"Mar 21, 2007",91.0,WARN,,https://www.kansasworks.com/search/warn_lookups/922
689,Ziegler True Value,,"Mar 19, 2007",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/923
690,Price Mart,,"Mar 05, 2007",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/924
691,Big Dog Motorcycle,,"Mar 31, 2007",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/925
692,Kansas Dept Labor,,"Apr 11, 2007",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/926
693,"Cardinal Brands, Inc.",,"Apr 19, 2007",120.0,WARN,,https://www.kansasworks.com/search/warn_lookups/928
694,Lear Siegler Services,,"May 25, 2007",,WARN,,https://www.kansasworks.com/search/warn_lookups/929
