,company_name,location,notice_date,layoff_date,employees_affected,Layoff Type
517,"Cambia Health Solutions, Inc.",Portland,2013-07-25 00:00:00,2013-07-29 00:00:00,22.0,Reduction
518,Kaiser Permanente,Portland,2013-07-19 00:00:00,2013-10-31 00:00:00,111.0,Permanent closure
519,SolarWorld,Hillsboro,2013-07-02 00:00:00,2014-01-14 00:00:00,1.0,Reduction
520,SolarWorld,Hillsboro,2013-07-02 00:00:00,2013-07-07 00:00:00,100.0,Reduction
521,Lloyd Center,Portland,2013-06-18 00:00:00,2013-08-17 00:00:00,49.0,Large Layoff - 10 or more workers
522,Zynga,Eugene,2013-06-03 00:00:00,2013-06-03 00:00:00,8.0,Reduction
523,Ricoh,Portland,2013-05-31 00:00:00,2013-07-31 00:00:00,70.0,Large Layoff - 10 or more workers
524,CenturyLink,Hood River,2013-05-13 00:00:00,2013-07-19 00:00:00,51.0,Large Layoff - 10 or more workers
525,Ovations,"Lutz, FL",2013-04-30 00:00:00,2013-06-30 00:00:00,539.0,Large Layoff - 10 or more workers
526,Xerox Business Services,"Lewisville, TX",2013-05-01 00:00:00,2013-07-07 00:00:00,285.0,Permanent closure
527,AEG Facilities,"Los Angeles, CA",2013-04-29 00:00:00,2013-06-30 00:00:00,900.0,Permanent closure
528,SANYO Solare of Oregon LLC,Salem,2013-04-25 00:00:00,2013-12-20 00:00:00,50.0,Permanent closure
529,Rough & Ready Lumber LLC,Cave Junction,2013-04-23 00:00:00,2013-05-01 00:00:00,88.0,Permanent closure
530,URS-Umatilla Chemical Depo,Hermiston,2013-04-13 00:00:00,2013-06-20 00:00:00,136.0,Permanent closure
531,FOSS Maritime Company,Portland,2013-04-11 00:00:00,2013-06-11 00:00:00,60.0,Permanent closure
532,Solopower,Portland,2013-04-17 00:00:00,2013-06-17 00:00:00,29.0,Permanent closure
533,URS-Umatilla Chemical Agent Disposal,Hermiston,2013-03-07 00:00:00,2013-05-09 00:00:00,5.0,Permanent closure
534,Umatilla Chemical Agent Disp. Facility,Hermiston,2013-03-01 00:00:00,2013-06-20 00:00:00,117.0,Permanent closure
535,Kathy Nicholl,Beaverton,2013-02-15 00:00:00,2013-04-26 00:00:00,174.0,Permanent closure
536,Pepsi Beverages Company,Salem,2013-01-22 00:00:00,2013-03-23 00:00:00,66.0,Permanent closure
537,American InterContinental Univ. Online,Beaverton,2013-01-21 00:00:00,2013-03-23 00:00:00,124.0,Permanent closure
538,K Mart,Milwaukie,2013-01-15 00:00:00,2013-03-16 00:00:00,61.0,Permanent closure
539,American Suzuki Motor Corporation,,2013-01-11 00:00:00,2013-03-14 00:00:00,2.0,Permanent closure
540,Umatilla Chemical Agent Disposal Facili,Hermistion,2013-01-02 00:00:00,2013-03-07 00:00:00,11.0,Permanent closure
541,Sealy Mattress Company,Portland,2013-01-04 00:00:00,2013-03-31 00:00:00,9.0,Permanent closure
542,Sealy Mattress Company,Portland,2013-01-04 00:00:00,2013-03-04 00:00:00,106.0,Permanent closure
543,Umatilla Chemical Agent Disposal Facili,Hermiston,2012-12-11 00:00:00,2013-02-14 00:00:00,178.0,Permanent closure
544,TriWest Healthcare Alliance Corp.,,2012-12-10 00:00:00,2013-02-15 00:00:00,7.0,Reduction
545,"Boise White Paper, LLC",St. Helens,2012-10-16 00:00:00,2012-12-31 00:00:00,106.0,Permanent closure
546,Capitol One,Portand,2012-09-25 00:00:00,2013-01-02 00:00:00,217.0,Reduction
547,Conservation Services Group,Portland,2012-09-24 00:00:00,2012-12-16 00:00:00,97.0,Large Layoff - 10 or more workers
548,Warm Springs Forest Product Industries,Warm Springs,2012-09-17 00:00:00,2012-11-16 00:00:00,93.0,Large Layoff - 10 or more workers
549,"Washington Demilitarization Co., (URS)",Hermiston,2012-09-07 00:00:00,2012-11-08 00:00:00,34.0,Permanent closure
550,"America's Body Company, LLC",Portland,2012-07-09 00:00:00,2012-09-10 00:00:00,46.0,Permanent closure
551,Salem Hospital,Salem,2012-06-15 00:00:00,2012-06-15 00:00:00,52.0,Permanent closure
552,Umatilla Chemical Agent Disposal Facili,Hermiston,2012-05-31 00:00:00,2012-06-06 00:00:00,1.0,Permanent closure
553,"Hostess Brands, Inc.",Baker City,2012-05-04 00:00:00,2012-07-04 00:00:00,1.0,Permanent closure
554,Capital One Services,Portland,2012-05-02 00:00:00,2012-09-01 00:00:00,79.0,Permanent closure
555,Lumber Products,Tualatin,2012-05-01 00:00:00,2012-06-29 00:00:00,65.0,Permanent closure
556,"AT&T Mobility Services, LLC","Duluth, MN",2012-04-27 00:00:00,2012-06-29 00:00:00,86.0,Permanent closure
557,Siltronic Corporation,Portland,2012-03-21 00:00:00,2012-07-01 00:00:00,350.0,Permanent closure
558,T-Mobile,Redmond,2012-03-22 00:00:00,2012-06-22 00:00:00,359.0,Permanent closure
559,Symantec Corporation,Beaverton,2012-03-05 00:00:00,2012-05-05 00:00:00,55.0,Reduction
560,"Schneider Logistics, Inc. (SLI)",Beaverton,2012-02-01 00:00:00,2012-03-31 00:00:00,1.0,Permanent closure
561,MASCO Bath,Klamath Falls,2012-01-31 00:00:00,2012-03-30 00:00:00,50.0,Permanent closure
562,"Monaco RV, LLC",Coburg,2012-10-30 00:00:00,2012-11-15 00:00:00,1.0,Permanent closure
563,"Monaco RV, LLC",Coburg,2012-10-30 00:00:00,2012-10-31 00:00:00,2.0,Permanent closure
564,"Monaco RV, LLC",Coburg,2012-10-30 00:00:00,2012-04-13 00:00:00,72.0,Permanent closure
565,"Monaco RV, LLC",Coburg,2012-10-30 00:00:00,2012-03-30 00:00:00,24.0,Permanent closure
566,"Monaco RV, LLC",Coburg,2012-10-30 00:00:00,2012-03-16 00:00:00,3.0,Permanent closure
567,Umatilla Chemical Agent Disposal Facili,Hermiston,2012-01-12 00:00:00,2012-04-12 00:00:00,17.0,Permanent closure
568,"MEMC Electronic Materials, Inc.",Portland,2011-12-07 00:00:00,2011-12-07 00:00:00,85.0,Large Layoff - 10 or more workers
569,"MEMC Electronic Materials, Inc.",Portland,2011-12-07 00:00:00,2011-10-26 00:00:00,9.0,Large Layoff - 10 or more workers
570,"CFRI-HWKD Maple Grove, LLC",Monmouth,2011-10-19 00:00:00,2011-12-31 00:00:00,120.0,Permanent closure
571,"Pace American Enterprises, Inc.",Lebanon,2011-09-13 00:00:00,2011-09-20 00:00:00,35.0,Large Layoff - 10 or more workers
572,Nationwide Sales Solutions,Portland,2011-07-13 00:00:00,2011-09-12 00:00:00,90.0,Permanent closure
573,"Musician's Friend, Inc.",Medford,2011-07-12 00:00:00,2011-07-14 00:00:00,160.0,Permanent closure
574,Insight Schools,Portland,2011-05-18 00:00:00,2011-07-18 00:00:00,58.0,Permanent closure
575,Blue Heron Paper Company,Oregon City,2011-02-22 00:00:00,2011-02-28 00:00:00,181.0,Permanent closure
576,"Haggen, Murray Hill Store",Beaverton,2011-02-22 00:00:00,2011-04-27 00:00:00,72.0,Permanent closure
577,"Silver Eagle Manufacturig Company, Inc.",Portland,2010-10-15 00:00:00,2010-12-17 00:00:00,55.0,Reduction
578,"Liberty Homes, Inc",Sheridan,2010-12-01 00:00:00,2011-02-01 00:00:00,83.0,Permanent closure
579,Zip Realty,Tigard,2010-11-29 00:00:00,2010-12-10 00:00:00,51.0,Permanent closure
580,"bioMerieux, Inc.",Wilsonville,2010-12-01 00:00:00,2010-12-31 00:00:00,80.0,Permanent closure
581,Hines Nurseries,Forest Grove,2010-10-06 00:00:00,2011-03-08 00:00:00,56.0,Reduction
582,Hines Nurseries,Forest Grove,2010-10-06 00:00:00,2010-12-06 00:00:00,96.0,Reduction
583,Wealthbridge Mortgage,Beaverton,2010-09-23 00:00:00,2010-09-24 00:00:00,109.0,Permanent closure
584,Alcan Cable,Roseburg,2010-08-03 00:00:00,2010-08-06 00:00:00,32.0,Permanent closure
585,Gladstone Honda & Gladstone Nissan,Gladstone,2010-07-28 00:00:00,2010-09-15 00:00:00,94.0,Permanent closure
586,"Senvoy,",Portland,2010-06-04 00:00:00,2010-08-08 00:00:00,196.0,Permanent closure
587,"Sunwest Management, Inc.",Salem,2010-05-18 00:00:00,2010-07-15 00:00:00,150.0,Large Layoff - 10 or more workers
588,HAVI Logistics,Portland,2010-05-14 00:00:00,2010-05-14 00:00:00,60.0,Permanent closure
589,Movie Gallery Inc.,Wilsonville,2010-05-03 00:00:00,2010-04-30 00:00:00,600.0,Permanent closure
590,IGT,Corvallis,2010-04-26 00:00:00,2010-06-30 00:00:00,19.0,Permanent closure
591,Saks Fifth Avenue,Portland,2010-03-23 00:00:00,2010-07-31 00:00:00,100.0,Permanent closure
592,Artex Aircraft Supplies,Aurora,2010-02-26 00:00:00,2010-04-30 00:00:00,68.0,Large Layoff - 10 or more workers
593,Auto Warehousing Co.,Portland,2010-01-21 00:00:00,2010-01-22 00:00:00,55.0,Large Layoff - 10 or more workers
594,Alcan Cable,Roseburg,2010-01-06 00:00:00,2010-01-06 00:00:00,33.0,Large Layoff - 10 or more workers
595,Alcan Cable,Roseburg,2010-01-06 00:00:00,2009-04-19 00:00:00,32.0,Large Layoff - 10 or more workers
596,"Means Nursery, Inc.",Scappoose,2009-12-18 00:00:00,2010-02-19 00:00:00,100.0,Permanent closure
597,Suntron,Newberg,2009-12-14 00:00:00,2010-03-31 00:00:00,188.0,Permanent closure
598,"Blackwell North American, Inc.",Lake Oswego,2009-12-07 00:00:00,2010-02-07 00:00:00,139.0,Permanent closure
599,Weyerhaeuser,Warrenton,2009-12-07 00:00:00,2009-12-07 00:00:00,140.0,Permanent closure
600,Sykes,Milton-Freewater,2009-11-12 00:00:00,2010-01-15 00:00:00,336.0,Large Layoff - 10 or more workers
601,"Mount Bachelor Educational Center, Inc.",Prineville,2009-11-06 00:00:00,2009-11-11 00:00:00,72.0,Permanent closure
602,"Sun Microsystems, Inc.",Hillsboro,2009-11-03 00:00:00,2010-01-03 00:00:00,42.0,Permanent closure
603,Pepsi,,2009-10-23 00:00:00,2009-10-23 00:00:00,25.0,Permanent closure
604,"Canron Western Constructors, Inc.",Portland,2009-10-07 00:00:00,2009-12-07 00:00:00,106.0,Permanent closure
605,"Ferguson Enterprises, Inc.",Portland,2009-10-06 00:00:00,2009-12-07 00:00:00,94.0,Permanent closure
606,"LAIKA, Inc.",Portland,2009-09-17 00:00:00,2009-11-17 00:00:00,52.0,Large Layoff - 10 or more workers
607,Benchmark Electronics,Beaverton,2009-09-15 00:00:00,2009-12-31 00:00:00,183.0,Permanent closure
608,Crossmark,"Plano, TX",2009-08-27 00:00:00,2009-10-31 00:00:00,46.0,Permanent closure
609,Metso Minerals,Portland,2009-08-20 00:00:00,2009-10-21 00:00:00,39.0,Reduction
610,Cleanpak International,Clackamas,2009-08-17 00:00:00,2009-12-01 00:00:00,12.0,Permanent closure
611,Cleanpak International,Clackamas,2009-08-17 00:00:00,2009-11-27 00:00:00,1.0,Permanent closure
612,Cleanpak International,Clackamas,2009-08-17 00:00:00,2009-10-23 00:00:00,30.0,Permanent closure
613,Cleanpak International,Clackamas,2009-08-17 00:00:00,2009-10-16 00:00:00,115.0,Permanent closure
614,Crossroads,"Orange, CA",2009-08-06 00:00:00,2009-10-18 00:00:00,14.0,Large Layoff - 10 or more workers
615,InFocus,Wilsonville,2009-07-02 00:00:00,2009-09-01 00:00:00,60.0,Large Layoff - 10 or more workers
616,Fleetwood Homes,Woodburn,2009-07-02 00:00:00,2009-08-31 00:00:00,89.0,Permanent closure
617,"RM International, Inc",Portland,2009-08-05 00:00:00,2009-10-05 00:00:00,109.0,Large Layoff - 10 or more workers
618,"Philips Prodoucts, Inc.",Stayton,2009-06-03 00:00:00,2009-08-05 00:00:00,125.0,Permanent closure
619,Nypro,Corvallis,2009-06-01 00:00:00,2009-11-30 00:00:00,62.0,Permanent closure
620,Hach Ultra Analytics,Grants Pass,2009-06-03 00:00:00,2009-08-15 00:00:00,50.0,Reduction
621,Cobham Avionics  DBA Artex Products,Aurora,2009-08-04 00:00:00,2009-10-07 00:00:00,113.0,Permanent closure
622,Cobham Avionics  DBA Artex Products,Aurora,2009-08-04 00:00:00,2009-07-07 00:00:00,29.0,Permanent closure
623,Cobham Avionics  DBA Artex Products,Aurora,2009-08-04 00:00:00,2009-04-07 00:00:00,12.0,Permanent closure
624,Market Strategies International,Portland,2009-05-15 00:00:00,2009-07-31 00:00:00,162.0,Permanent closure
625,Nike,Beaverton,2009-05-14 00:00:00,2009-04-03 00:00:00,500.0,Large Layoff - 10 or more workers
626,Rose City Cafe,Portland,2009-04-28 00:00:00,2009-06-30 00:00:00,53.0,Permanent closure
627,Albany Trucking,Albany,2009-04-16 00:00:00,2009-04-16 00:00:00,75.0,Permanent closure
628,North River Boats,Roseburg,2009-04-09 00:00:00,2009-04-14 00:00:00,157.0,Permanent closure
629,Nike,Beaverton,2009-04-07 00:00:00,2009-06-13 00:00:00,17.0,Reduction
630,Hampton Lumber Mills,Tillamook,2009-04-06 00:00:00,2009-06-06 00:00:00,85.0,Large Layoff - 10 or more workers
631,JP Morgan Chase,Portland,2009-03-31 00:00:00,2009-06-05 00:00:00,19.0,Permanent closure
632,Evraz Inc.,Portland,2009-03-31 00:00:00,2009-05-25 00:00:00,225.0,Large Layoff - 10 or more workers
633,Boise Cascade,LaGrande,2009-04-29 00:00:00,2009-06-28 00:00:00,120.0,Large Layoff - 10 or more workers
634,HiRel Systems,Hillsboro,2009-03-16 00:00:00,2009-04-17 00:00:00,55.0,Permanent closure
635,Warrenton Lumber Mill,Warrenton,2009-03-10 00:00:00,2009-03-16 00:00:00,59.0,Large Layoff - 10 or more workers
636,"Fleetwood Travel Trailers of Oregon, In",Pendleton,2009-03-09 00:00:00,2009-03-09 00:00:00,253.0,Permanent closure
637,"Fleetwood Travel Trailers of Oregon, In",LaGrande,2009-03-09 00:00:00,2009-03-09 00:00:00,162.0,Permanent closure
638,Monaco Coach Corporation,Coburg,2009-03-02 00:00:00,2009-03-02 00:00:00,1396.0,Reduction
639,Weyerhaeuser-Dallas Lumber,Dallas,2009-03-17 00:00:00,2009-05-16 00:00:00,78.0,Permanent closure
640,Verizon Wireless,Bend,2009-02-20 00:00:00,2009-02-20 00:00:00,47.0,Permanent closure
641,"Joe's Sports, Outdoor & More",Wilsonville,2009-02-17 00:00:00,2009-04-03 00:00:00,190.0,Large Layoff - 10 or more workers
642,St. Charles Medical Center/Pioneer Mem.,Bend/Prineville/Redmond,2009-02-11 00:00:00,2009-04-16 00:00:00,80.0,Reduction
643,Bright Wood Corporation,Redmond,2009-02-03 00:00:00,2009-04-06 00:00:00,98.0,Large Layoff - 10 or more workers
644,Boise Cascade White City,White City,2009-01-08 00:00:00,2009-03-09 00:00:00,113.0,Permanent closure
645,Sauer-Danfoss Company,,2009-01-12 00:00:00,2009-03-15 00:00:00,110.0,Permanent closure
646,GE Security,Tualatin,2009-01-08 00:00:00,2009-03-08 00:00:00,222.0,Large Layoff - 10 or more workers
647,Sherwood Building Materials Distributio,Sherwood,2008-12-30 00:00:00,2009-03-02 00:00:00,105.0,Permanent closure
648,Country Coach,Junction City,2008-12-30 00:00:00,2009-04-01 00:00:00,460.0,Large Layoff - 10 or more workers
649,North Sky Communications,Sherwood,2008-12-11 00:00:00,2008-12-11 00:00:00,27.0,Large Layoff - 10 or more workers
650,"Lime Financial Services, Ltd.",Lake Oswego,2008-12-08 00:00:00,2008-12-09 00:00:00,54.0,Permanent closure
651,Shorewood Packaging,Springfield,2009-02-03 00:00:00,2009-02-13 00:00:00,15.0,Permanent closure
652,Boise Paper Holdings,St Helens,2008-11-17 00:00:00,2009-01-17 00:00:00,300.0,Large Layoff - 10 or more workers
653,DHL,"Portland, Tigard",2008-11-21 00:00:00,2009-01-23 00:00:00,140.0,Permanent closure
654,Bayliner- US Marine,,2008-10-16 00:00:00,2008-10-17 00:00:00,174.0,Permanent closure
655,"Johnson Controls, Inc.",Hillsboro,2008-10-01 00:00:00,2008-12-14 00:00:00,14.0,Permanent closure
656,Gate Gourmet,,2008-10-01 00:00:00,2008-12-01 00:00:00,74.0,Permanent closure
657,ACS Business Process Solutions,Portland,2008-12-03 00:00:00,2009-02-03 00:00:00,90.0,Permanent closure
658,Tektronix,Beaverton,2008-08-07 00:00:00,2008-09-20 00:00:00,60.0,Permanent closure
659,Hynix Semiconductor Manufacturing Ameri,,2008-07-29 00:00:00,2008-08-01 00:00:00,1000.0,Permanent closure
660,Gold River Distributing,,2008-07-15 00:00:00,2008-09-15 00:00:00,374.0,Permanent closure
661,Columbia Distributing Company,,2008-07-14 00:00:00,2008-09-15 00:00:00,771.0,Permanent closure
662,Mt. Hood Beverage,,2008-07-15 00:00:00,2008-07-16 00:00:00,809.0,Reduction
663,Nike Distribution Center,Wilsonville,2008-07-14 00:00:00,2008-09-15 00:00:00,130.0,Permanent closure
664,"American Airlines, Inc.",Portland,2008-07-07 00:00:00,2008-09-05 00:00:00,3.0,Permanent closure
665,Hilton Lake Oswego,Lake Oswego,2008-06-30 00:00:00,2008-08-29 00:00:00,53.0,Permanent closure
666,Kerry Inc.,Tualatin,2008-06-24 00:00:00,2008-10-17 00:00:00,74.0,Permanent closure
667,"Pope & Talbot, Inc.",Halsey,2008-06-19 00:00:00,2008-06-24 00:00:00,114.0,Permanent closure
668,Gage Industires,,2008-05-22 00:00:00,2008-07-15 00:00:00,75.0,Permanent closure
669,Skyline McMinnville Nomad Division,,2008-05-28 00:00:00,2008-05-28 00:00:00,84.0,Permanent closure
670,SuperValu-Albertsons,Portland,2008-05-09 00:00:00,2008-06-07 00:00:00,53.0,Permanent closure
671,Homette Corporation,,2008-04-18 00:00:00,2008-04-21 00:00:00,82.0,Permanent closure
672,Trans Ocean Products,Salem,2008-04-02 00:00:00,2008-06-19 00:00:00,57.0,Permanent closure
673,"Redman Housing, Inc.",Silverton,2008-03-24 00:00:00,2008-05-23 00:00:00,160.0,Permanent closure
674,Macy's,Portland,2008-02-26 00:00:00,2008-05-02 00:00:00,50.0,Permanent closure
675,US Timber,Baker City,2008-02-25 00:00:00,2008-02-05 00:00:00,30.0,Permanent closure
676,Coe/Newnes/McGehee,Tigard,2008-02-12 00:00:00,2008-04-11 00:00:00,51.0,Permanent closure
677,Bay Valley Foods,,2008-04-14 00:00:00,2008-06-01 00:00:00,88.0,Permanent closure
678,Unitrin Business Insurance,Portland,2008-02-12 00:00:00,2008-03-31 00:00:00,20.0,Large Layoff - 10 or more workers
679,Norton Lumber Co Inc.,White City,2008-02-12 00:00:00,2008-02-22 00:00:00,6.0,Permanent closure
680,Roberts Motor Company,Portland,2008-01-28 00:00:00,2008-03-24 00:00:00,162.0,Permanent closure
681,"Johnny Cat Inc., Construction",Jacksonville,2008-01-28 00:00:00,2008-01-29 00:00:00,45.0,Permanent closure
682,Nationwide,Portland,2008-02-01 00:00:00,2008-06-27 00:00:00,204.0,Permanent closure
683,Nationwide,Portland,2008-02-01 00:00:00,2008-02-04 00:00:00,234.0,Permanent closure
684,Merix Corporation,Wood Village,2008-01-09 00:00:00,2008-03-01 00:00:00,133.0,Permanent closure
685,Ideal Merchandising,,2007-12-06 00:00:00,2007-12-10 00:00:00,8.0,Permanent closure
686,Umpqua Lumber Co.,Dillard,2007-12-13 00:00:00,2008-02-01 00:00:00,60.0,Permanent closure
687,"MasterBrand Cabinets, Inc.",Hillsboro,2007-12-05 00:00:00,2008-02-05 00:00:00,131.0,Permanent closure
688,Weyerhaeuser Company,Junction City,2008-03-03 00:00:00,2008-05-04 00:00:00,56.0,Permanent closure
689,Sun's Hillsboro Site,Hillsboro,2009-01-21 00:00:00,2009-03-23 00:00:00,19.0,Reduction
690,"GreenPoint Mortgage Funding, Inc.",Lake Oswego,2007-11-15 00:00:00,2007-08-24 00:00:00,38.0,Permanent closure
691,"Maco Wood Products, Inc.",Clackamas,2007-07-06 00:00:00,2007-07-05 00:00:00,130.0,Permanent closure
692,JM Eagle,Eugene,2007-07-02 00:00:00,2007-09-03 00:00:00,61.0,Permanent closure
693,Global Spectrum - Rose Garden,Portland,2008-04-29 00:00:00,2007-06-30 00:00:00,780.0,Permanent closure
694,Washington Mutual,Lake Oswego,2007-02-16 00:00:00,2007-03-30 00:00:00,51.0,Permanent closure
695,Seaswirl Boats,Culver,2007-02-27 00:00:00,2007-02-27 00:00:00,174.0,Permanent closure
696,Weyerhaeuser - Bauman Lumber,Lebanon,2007-02-09 00:00:00,2007-04-01 00:00:00,76.0,Permanent closure
697,Copeland Sports,"Portland, Eugene, Medford, Salem",2006-11-03 00:00:00,2006-11-15 00:00:00,919.0,Permanent closure
698,Macy's Downtown Portland,Portland,2006-11-13 00:00:00,2006-11-14 00:00:00,142.0,Permanent closure
699,Mertitage Mortgage Corporation/NetBank,Beaverton,2006-11-13 00:00:00,2006-11-13 00:00:00,151.0,Permanent closure
700,Shopko #094,Eugene,2006-11-09 00:00:00,2006-11-09 00:00:00,39.0,Permanent closure
701,Freightliner,Portland,2007-01-26 00:00:00,2007-01-29 00:00:00,802.0,Permanent closure
702,Whittier Wood Products,Eugene,2006-08-31 00:00:00,2006-09-06 00:00:00,101.0,Permanent closure
703,Foster Farms,Creswell,2006-08-03 00:00:00,2007-04-28 00:00:00,15.0,Permanent closure
704,Foster Farms,Creswell,2006-08-03 00:00:00,2006-08-04 00:00:00,53.0,Permanent closure
705,Qwest Consumer Sales & Service,Portland,2006-07-20 00:00:00,2006-10-13 00:00:00,175.0,Permanent closure
706,Trans-Ocean Products,Salem,2006-05-30 00:00:00,2006-07-30 00:00:00,38.0,Permanent closure
707,Cenveo Graphic Arts Center ,Portland,2006-05-02 00:00:00,2006-05-02 00:00:00,99.0,Permanent closure
708,Ace Parking Management,Portland,2006-03-31 00:00:00,2006-03-31 00:00:00,82.0,Permanent closure
709,"Sun Microsystems, Inc.",Hillsboro-Portland,2006-03-08 00:00:00,2007-04-30 00:00:00,2.0,Permanent closure
710,"Sun Microsystems, Inc.",Hillsboro-Portland,2006-03-08 00:00:00,2006-05-08 00:00:00,7.0,Permanent closure
711,Trus Joist - A Weyerhaeuser Business,Eugene,2006-03-03 00:00:00,2006-03-06 00:00:00,79.0,Permanent closure
712,"PDI, Inc.",,2006-03-03 00:00:00,2006-04-30 00:00:00,2.0,Permanent closure
713,Convergys Corporation,Portland,2006-02-16 00:00:00,2007-09-01 00:00:00,350.0,Permanent closure
714,Curly's Dairy - Salem,Salem,2006-01-31 00:00:00,2006-03-31 00:00:00,107.0,Permanent closure
715,FASST Federated Logistics & Operations,Milwaukie,2006-06-02 00:00:00,2006-08-31 00:00:00,150.0,Permanent closure
716,"Williams Controls, Inc.",Portland,2007-02-16 00:00:00,2007-04-16 00:00:00,42.0,Large Layoff - 10 or more workers
717,"Williams Controls, Inc.",Portland,2007-02-16 00:00:00,2005-02-02 00:00:00,6.0,Large Layoff - 10 or more workers
718,Delta Airlines,Portland,2005-12-06 00:00:00,2005-12-06 00:00:00,67.0,Permanent closure
719,Cingular Wireless,Portland,2005-12-06 00:00:00,2005-12-06 00:00:00,1.0,Permanent closure
720,Hotel Mallory,Portland,2005-12-05 00:00:00,2005-12-05 00:00:00,80.0,Permanent closure
721,SITEL,Hillsboro,2005-10-05 00:00:00,2005-10-05 00:00:00,695.0,Permanent closure
722,Michaels of Oregon,Oregon City,2005-09-29 00:00:00,2005-09-29 00:00:00,33.0,Permanent closure
723,Neilsen Manufacturing Inc.             ,Salem                         ,2005-09-27 00:00:00,2005-09-28 00:00:00,128.0,Permanent closure
724,U.S. Cellular,Medford,2005-09-19 00:00:00,2005-09-20 00:00:00,159.0,Large Layoff - 10 or more workers
725,Solectron,Hillsboro,2005-09-14 00:00:00,2005-12-31 00:00:00,119.0,Permanent closure
726,Western Electronics Delta Corporation,Tualatin,2005-08-01 00:00:00,2005-07-28 00:00:00,57.0,Reduction
727,Valley Wine Company,Beaverton,2005-08-01 00:00:00,2005-10-01 00:00:00,101.0,Reduction
728,"Seneca Foods, L.L.C.",Salem,2005-07-22 00:00:00,2005-10-01 00:00:00,50.0,Reduction
729,Glide Lumber Products Company,Glide,2005-07-05 00:00:00,2005-09-16 00:00:00,161.0,Reduction
730,Robert Bosch Tool Corporation ,Woodburn,2005-06-07 00:00:00,2005-06-30 00:00:00,10.0,Reduction
731,Con Agra Foods ,Umattilla,2005-06-07 00:00:00,2005-06-01 00:00:00,62.0,Reduction
732,Biovail,Bridgewater,2005-05-11 00:00:00,2005-07-10 00:00:00,3.0,Reduction
733,Cingular Wireless,Portland,2005-05-09 00:00:00,2005-07-03 00:00:00,1.0,Reduction
734,"Matsushita Electronic Materials, Inc.",Forest Grove,2005-04-28 00:00:00,2005-06-30 00:00:00,127.0,Reduction
735,Monaco Coach Corporation,Bend,2005-04-15 00:00:00,2005-06-15 00:00:00,500.0,Reduction
736,TNS Corporation,Eugene,2005-04-11 00:00:00,2005-06-10 00:00:00,134.0,Reduction
737,American Airlines,Portland,2005-04-07 00:00:00,2005-07-01 00:00:00,49.0,Reduction
738,Associated Administrators (AAI),Portland,2005-04-06 00:00:00,2005-06-05 00:00:00,170.0,Reduction
739,"Doubletree Hotel, Jantzen Beach        ",Portland,2005-01-21 00:00:00,2005-03-29 00:00:00,70.0,Reduction
740,THE AMALGAMATED SUGAR COMPANY LLC      ,NYSSA                         ,2005-01-19 00:00:00,1899-12-29 00:00:00,510.0,Reduction
741,OREGON ARENA CORPORATION               ,PORTLAND                      ,2004-11-01 00:00:00,2004-12-31 00:00:00,976.0,Reduction
742,TRINITY UNIVERSAL INSURANCE COMPANY    ,ALBANY                        ,2004-10-29 00:00:00,2005-01-07 00:00:00,89.0,Reduction
743,GUIDANT SALES CORPORATION              ,LAKE OSWEGO                   ,2004-08-09 00:00:00,2004-10-08 00:00:00,1.0,Reduction
744,STREAM                                 ,EUGENE                        ,2004-06-24 00:00:00,2004-08-23 00:00:00,206.0,Reduction
745,QWEST SMALL BUSINESS GROUP AND         ,PORTLAND                      ,2004-06-08 00:00:00,2004-08-11 00:00:00,161.0,Reduction
746,"WINCO FOODS, INC.                      ",WOODBURN                      ,2004-04-14 00:00:00,2004-06-19 00:00:00,81.0,Reduction
747,SYKES-MILTON FREEWATER                 ,MILTON-FREEWATER              ,2004-03-02 00:00:00,2004-10-12 00:00:00,264.0,Reduction
748,THE CLARION HOTEL                      ,SPRINGFIELD                   ,2004-02-02 00:00:00,2004-03-30 00:00:00,119.0,Reduction
749,GOLDEN WEST HOMES                      ,ALBANY                        ,2004-01-30 00:00:00,2004-03-31 00:00:00,273.0,Reduction
750,MARLETTE HOMES                         ,HERMISTON                     ,2004-01-30 00:00:00,2004-03-31 00:00:00,405.0,Reduction
751,WASHINGTON MUTUAL                      ,LAKE OSWEGO                   ,2004-01-26 00:00:00,2004-02-01 00:00:00,202.0,Reduction
752,DOUBLETREE HOTEL                       ,PORTLAND                      ,2004-01-02 00:00:00,2004-04-02 00:00:00,104.0,Reduction
753,VANGUARD MARKETING SERVICES            ,PORTLAND                      ,2003-12-29 00:00:00,2004-02-06 00:00:00,187.0,Reduction
754,"ALEXANDER MANUFACTURING, INC.",PORTLAND & GRESHAM,2003-12-18 00:00:00,2003-09-22 00:00:00,138.0,Reduction
755,WELLS FARGO HOME MORTGAGE              ,CLACKAMAS                     ,2003-12-12 00:00:00,2004-02-12 00:00:00,60.0,Reduction
756,EVANITE FIBER CORPORATION              ,CORVALLIS                     ,2003-10-16 00:00:00,2003-10-24 00:00:00,62.0,Reduction
757,VIKING INDUSTRIES INC.                 ,PORTLAND                      ,2003-10-07 00:00:00,2003-12-05 00:00:00,151.0,Reduction
758,TRUS JOIST - A WEYERHAEUSER BUSINESS   ,JUNCTION CITY                 ,2003-09-22 00:00:00,1899-12-29 00:00:00,120.0,Reduction
